,winner,loser,event
21,Submission (reverse calf slicer),1:43,UFC_on_FX_Johnson_vs_McCall
22,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
23,KO (punches),4:24,UFC_on_FX_Johnson_vs_McCall
24,Submission (guillotine choke),1:08,UFC_on_FX_Johnson_vs_McCall
25,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
26,TKO (punches),3:52,UFC_on_FX_Johnson_vs_McCall
27,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
28,KO (punches),0:43,UFC_on_FX_Johnson_vs_McCall
29,"Decision (unanimous) (30\xe2\x80\x9325, 30\xe2\x80\x9325, 30\xe2\x80\x9326)",5:00,UFC_on_FX_Johnson_vs_McCall
30,Submission (rear-naked choke),3:45,UFC_on_FX_Johnson_vs_McCall
31,KO (punches),1:32,UFC_on_FX_Johnson_vs_McCall
32,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
33,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9326, 30\xe2\x80\x9326)",5:00,UFC_on_FX_Johnson_vs_McCall
34,Technical Submission (D\'Arce choke),1:07,UFC_on_FX_Johnson_vs_McCall
35,"Decision (split) (28\xe2\x80\x9329, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
36,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
37,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9326, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
38,"Decision (unanimous) (29\xe2\x80\x9328, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
39,KO (punch),0:50,UFC_on_FX_Johnson_vs_McCall
40,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
41,Submission (guillotine choke),3:05,UFC_on_FX_Johnson_vs_McCall
42,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
43,Submission (rear-naked choke),1:40,UFC_on_FX_Johnson_vs_McCall
44,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
45,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
46,"Decision (unanimous) (29\xe2\x80\x9328, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
47,Submission (rear-naked choke),4:33,UFC_on_FX_Johnson_vs_McCall
48,KO (punch),4:56,UFC_on_FX_Johnson_vs_McCall
49,KO (punches),4:10,UFC_on_FX_Johnson_vs_McCall
50,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
51,"Decision (split) (27\xe2\x80\x9330, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
52,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
53,Submission (rear-naked choke),3:21,UFC_on_FX_Johnson_vs_McCall
54,TKO (knee & punches),1:06,UFC_on_FX_Johnson_vs_McCall
55,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
56,"Decision (split) (30\xe2\x80\x9327, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
57,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
58,"Decision (unanimous) (49\xe2\x80\x9346, 50\xe2\x80\x9345, 49\xe2\x80\x9346)",5:00,UFC_on_FX_Johnson_vs_McCall
59,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
60,"Decision (unanimous) (30\xe2\x80\x9328, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,UFC_on_FX_Johnson_vs_McCall
61,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
62,No Contest,2:02,UFC_on_FX_Johnson_vs_McCall
63,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
64,No Contest,4:19,UFC_on_FX_Johnson_vs_McCall
65,KO (punch),0:07,UFC_on_FX_Johnson_vs_McCall
66,Submission (rear-naked choke),1:39,UFC_on_FX_Johnson_vs_McCall
67,KO (punches),1:11,UFC_on_FX_Johnson_vs_McCall
68,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,UFC_on_FX_Johnson_vs_McCall
